Time,Count,Accel X (g),Accel Y (g),Accel Z (g),Gyro X (dps),Gyro Y (dps),Gyro Z (dps)
1.723999977,228,-0.0024,-0.0018,4.915200233,-0.061000001,-0.061000001,0
1.728000045,229,-0.0024,-0.0018,4.915200233,-0.061000001,-0.061000001,0
1.738000035,230,-0.003,-0.0018,4.911600113,-0.061000001,-0.061000001,0
1.741999984,231,-0.003,-0.0018,4.911600113,-0.061000001,-0.061000001,0
1.748000026,232,-0.003,-0.0018,4.911600113,-0.061000001,-0.061000001,0
1.756000042,233,-0.003,-0.0018,4.911600113,-0.061000001,-0.061000001,0
1.764000058,234,-0.0018,-0.0066,4.906799793,0,-0.061000001,0
1.768000007,235,-0.0018,-0.0066,4.906799793,0,-0.061000001,0
1.776000023,236,-0.0018,-0.0066,4.906799793,0,-0.061000001,0
1.779999971,237,-0.0018,-0.0066,4.906799793,0,-0.061000001,0
1.789999962,238,-0.006,-0.0054,4.907400131,-0.061000001,-0.061000001,-0.061000001
1.79400003,239,-0.006,-0.0054,4.907400131,-0.061000001,-0.061000001,-0.061000001
1.805999994,240,-0.006,-0.0054,4.907400131,-0.061000001,-0.061000001,-0.061000001
1.81400001,241,-0.003,-0.0072,4.907999992,-0.061000001,-0.061000001,0
1.817999959,242,-0.003,-0.0072,4.907999992,-0.061000001,-0.061000001,0
1.825999975,243,-0.003,-0.0072,4.907999992,-0.061000001,-0.061000001,0
1.830000043,244,-0.003,-0.0072,4.907999992,-0.061000001,-0.061000001,0
1.840999961,245,-0.0036,-0.0036,4.913400173,-0.061000001,-0.061000001,0
1.845000029,246,-0.0036,-0.0036,4.913400173,-0.061000001,-0.061000001,0
1.855999947,247,-0.0036,-0.0036,4.913400173,-0.061000001,-0.061000001,0
1.86500001,248,0,-0.0042,4.909200191,0,-0.061000001,-0.061000001
1.868999958,249,0,-0.0042,4.909200191,0,-0.061000001,-0.061000001
1.876000047,250,0,-0.0042,4.909200191,0,-0.061000001,-0.061000001
1.879999995,251,0,-0.0042,4.909200191,0,-0.061000001,-0.061000001
1.891000032,252,-0.0066,-0.0102,4.904399872,0,-0.061000001,0
1.894999981,253,-0.0066,-0.0102,4.904399872,0,-0.061000001,0
1.901000023,254,-0.0066,-0.0102,4.904399872,0,-0.061000001,0
1.904999971,255,-0.0066,-0.0102,4.904399872,0,-0.061000001,0
1.922000051,256,-0.0048,-0.0084,4.908599854,-0.061000001,-0.061000001,-0.061000001
1.925999999,257,-0.0048,-0.0084,4.908599854,-0.061000001,-0.061000001,-0.061000001
1.942000031,258,-0.0042,-0.0036,4.915200233,-0.061000001,-0.061000001,0
1.94599998,259,-0.0042,-0.0036,4.915200233,-0.061000001,-0.061000001,0
1.952999949,260,-0.0042,-0.0036,4.915200233,-0.061000001,-0.061000001,0
1.962000012,261,-0.0006,-0.0018,4.914599895,-0.061000001,-0.061000001,0
1.965999961,262,-0.0006,-0.0018,4.914599895,-0.061000001,-0.061000001,0
1.975999951,263,-0.0006,-0.0018,4.914599895,-0.061000001,-0.061000001,0
1.980000019,264,-0.0006,-0.0018,4.914599895,-0.061000001,-0.061000001,0
2.002000093,265,-0.0042,-0.0048,4.909800053,0,-0.061000001,0
2.015000105,266,-0.0042,-0.0054,4.904399872,0,-0.061000001,0
2.019000053,267,-0.0042,-0.0054,4.904399872,0,-0.061000001,0
2.088999987,275,0,-0.0066,4.908599854,-0.061000001,-0.061000001,-0.061000001
2.092000008,276,0,-0.0066,4.908599854,-0.061000001,-0.061000001,-0.061000001
2.096999884,277,0,-0.0066,4.908599854,-0.061000001,-0.061000001,-0.061000001
2.101000071,278,0,-0.0066,4.908599854,-0.061000001,-0.061000001,-0.061000001
2.112999916,279,-0.006,-0.006,4.907999992,0,-0.061000001,0
